order_id,customer_id,event_time,postal_code,event_name
f28551a9f42023-10-08 00:00:00,f28551a9f4,2023-10-08 00:00:00,70211.0,first_order
ecb050584d2023-09-18 02:00:00,ecb050584d,2023-09-18 02:00:00,,first_order
606549cb712023-10-08 01:00:00,606549cb71,2023-10-08 01:00:00,22964.0,first_order
47a0ba58492023-09-30 01:00:00,47a0ba5849,2023-09-30 01:00:00,27828.0,first_order
db586e99402023-09-26 01:00:00,db586e9940,2023-09-26 01:00:00,29331.0,first_order
2819ac1ce22023-09-19 02:00:00,2819ac1ce2,2023-09-19 02:00:00,79487.0,first_order
74bbc8a4b22023-09-19 02:00:00,74bbc8a4b2,2023-09-19 02:00:00,88376.0,first_order
aafa53386f2023-09-29 01:00:00,aafa53386f,2023-09-29 01:00:00,14233.0,first_order
2a9212329e2023-10-24 01:00:00,2a9212329e,2023-10-24 01:00:00,3309.0,first_order
269c22a08b2023-09-14 02:00:00,269c22a08b,2023-09-14 02:00:00,13701.0,first_order
745e01c1d42023-09-27 01:00:00,745e01c1d4,2023-09-27 01:00:00,15952.0,first_order
31b3ee50972023-09-21 00:00:00,31b3ee5097,2023-09-21 00:00:00,12317.0,first_order
727d8413642023-09-12 02:00:00,727d841364,2023-09-12 02:00:00,71517.0,first_order
623cc336322023-10-05 01:00:00,623cc33632,2023-10-05 01:00:00,58891.0,first_order
3916b2f9ec2023-09-21 02:00:00,3916b2f9ec,2023-09-21 02:00:00,87784.0,first_order
bd279f38312023-09-12 01:00:00,bd279f3831,2023-09-12 01:00:00,,first_order
0a735dfd3a2023-11-01 00:00:00,0a735dfd3a,2023-11-01 00:00:00,36142.0,first_order
4ddafbf0792023-09-25 02:00:00,4ddafbf079,2023-09-25 02:00:00,59241.0,first_order
433f24a6d12023-09-11 00:00:00,433f24a6d1,2023-09-11 00:00:00,48599.0,first_order
05b5dd5ae02023-09-11 01:00:00,05b5dd5ae0,2023-09-11 01:00:00,39274.0,first_order
ad64e158eb2023-09-01 01:00:00,ad64e158eb,2023-09-01 01:00:00,37550.0,first_order
3e8037cf472023-10-05 00:00:00,3e8037cf47,2023-10-05 00:00:00,12615.0,first_order
cfaf74fb3a2023-09-06 00:00:00,cfaf74fb3a,2023-09-06 00:00:00,45723.0,first_order
f65405ffe52023-09-18 02:00:00,f65405ffe5,2023-09-18 02:00:00,12158.0,first_order
619d2253012023-09-25 02:00:00,619d225301,2023-09-25 02:00:00,49933.0,first_order
da8d18bc892023-09-26 02:00:00,da8d18bc89,2023-09-26 02:00:00,34668.0,first_order
29586b9e0f2023-09-19 01:00:00,29586b9e0f,2023-09-19 01:00:00,71400.0,first_order
cfcf2f33962023-09-17 01:00:00,cfcf2f3396,2023-09-17 01:00:00,49140.0,first_order
c25e3216462023-09-25 01:00:00,c25e321646,2023-09-25 01:00:00,38151.0,first_order
1493f7a0742023-09-20 02:00:00,1493f7a074,2023-09-20 02:00:00,35558.0,first_order
e715ca448b2023-09-29 01:00:00,e715ca448b,2023-09-29 01:00:00,56669.0,first_order
9444e43e112023-09-12 02:00:00,9444e43e11,2023-09-12 02:00:00,39667.0,first_order
07b6e4bf902023-10-12 01:00:00,07b6e4bf90,2023-10-12 01:00:00,15433.0,first_order
2d71d2fbf32023-10-13 00:00:00,2d71d2fbf3,2023-10-13 00:00:00,12227.0,first_order
f5495b92792023-09-21 01:00:00,f5495b9279,2023-09-21 01:00:00,12314.0,first_order
a16d069d292023-10-18 02:00:00,a16d069d29,2023-10-18 02:00:00,24312.0,first_order
1aa829233f2023-10-19 00:00:00,1aa829233f,2023-10-19 00:00:00,32355.0,first_order
614e8b05c62023-09-13 01:00:00,614e8b05c6,2023-09-13 01:00:00,39165.0,first_order
26dba0cbd62023-09-19 03:00:00,26dba0cbd6,2023-09-19 03:00:00,85475.0,first_order
8736f5a2a32023-10-24 01:00:00,8736f5a2a3,2023-10-24 01:00:00,49124.0,first_order
1e74aefd292023-09-13 02:00:00,1e74aefd29,2023-09-13 02:00:00,55693.0,first_order
aa5eaa5c662023-10-05 01:00:00,aa5eaa5c66,2023-10-05 01:00:00,,first_order
fb6ed4f8152023-09-26 00:00:00,fb6ed4f815,2023-09-26 00:00:00,42170.0,first_order
a91d5793a72023-09-13 01:00:00,a91d5793a7,2023-09-13 01:00:00,90511.0,first_order
e9d6b9e0c52023-11-01 00:00:00,e9d6b9e0c5,2023-11-01 00:00:00,48394.0,first_order
d6b01860602023-10-04 00:00:00,d6b0186060,2023-10-04 00:00:00,,first_order
6e9b48e1b62023-09-22 04:00:00,6e9b48e1b6,2023-09-22 04:00:00,,first_order
90171852332023-11-01 02:00:00,9017185233,2023-11-01 02:00:00,50250.0,first_order
e430ef29572023-09-21 00:00:00,e430ef2957,2023-09-21 00:00:00,72851.0,first_order
61f23d54152023-10-11 03:00:00,61f23d5415,2023-10-11 03:00:00,39620.0,first_order
f4686369352023-10-04 02:00:00,f468636935,2023-10-04 02:00:00,79184.0,first_order
02596818062023-09-07 01:00:00,0259681806,2023-09-07 01:00:00,67207.0,first_order
577e65f9a42023-09-11 01:00:00,577e65f9a4,2023-09-11 01:00:00,39251.0,first_order
2d1b2008e32023-09-26 02:00:00,2d1b2008e3,2023-09-26 02:00:00,18673.0,first_order
06de963b612023-09-13 00:00:00,06de963b61,2023-09-13 00:00:00,,first_order
04b38e4ae92023-09-12 02:00:00,04b38e4ae9,2023-09-12 02:00:00,16430.0,first_order
e0d9b355222023-10-20 02:00:00,e0d9b35522,2023-10-20 02:00:00,51141.0,first_order
110a48a9502023-10-12 04:00:00,110a48a950,2023-10-12 04:00:00,72884.0,first_order
196e547ed42023-09-07 03:00:00,196e547ed4,2023-09-07 03:00:00,65313.0,first_order
ff696784e12023-10-09 01:00:00,ff696784e1,2023-10-09 01:00:00,72360.0,first_order
3ec7669cdc2023-10-20 03:00:00,3ec7669cdc,2023-10-20 03:00:00,51188.0,first_order
ad791ff0a12023-10-29 01:00:00,ad791ff0a1,2023-10-29 01:00:00,27286.0,first_order
75715e974b2023-10-24 00:00:00,75715e974b,2023-10-24 00:00:00,44509.0,first_order
7b61494c382023-09-01 01:00:00,7b61494c38,2023-09-01 01:00:00,28245.0,first_order
a5146da2cd2023-10-18 03:00:00,a5146da2cd,2023-10-18 03:00:00,22989.0,first_order
63d2581b792023-09-15 01:00:00,63d2581b79,2023-09-15 01:00:00,48524.0,first_order
2537f567202023-10-15 01:00:00,2537f56720,2023-10-15 01:00:00,17569.0,first_order
67c01d27d32023-09-05 00:00:00,67c01d27d3,2023-09-05 00:00:00,40741.0,first_order
6f940f66642023-10-31 00:00:00,6f940f6664,2023-10-31 00:00:00,61390.0,first_order
fad1dd62d02023-10-31 01:00:00,fad1dd62d0,2023-10-31 01:00:00,51410.0,first_order
f2e99047a82023-09-20 00:00:00,f2e99047a8,2023-09-20 00:00:00,58839.0,first_order
3e896d16052023-10-10 01:00:00,3e896d1605,2023-10-10 01:00:00,79585.0,first_order
c7697804952023-10-31 02:00:00,c769780495,2023-10-31 02:00:00,69306.0,first_order
5e5cbbece02023-09-27 02:00:00,5e5cbbece0,2023-09-27 02:00:00,49232.0,first_order
6de2d7489e2023-09-14 01:00:00,6de2d7489e,2023-09-14 01:00:00,53561.0,first_order
c1dc0303da2023-10-16 02:00:00,c1dc0303da,2023-10-16 02:00:00,50466.0,first_order
d5e6ed08de2023-09-07 02:00:00,d5e6ed08de,2023-09-07 02:00:00,47247.0,first_order
7dee98ded52023-09-09 02:00:00,7dee98ded5,2023-09-09 02:00:00,68848.0,first_order
054f1946752023-09-19 00:00:00,054f194675,2023-09-19 00:00:00,,first_order
16b02c46af2023-09-07 02:00:00,16b02c46af,2023-09-07 02:00:00,82204.0,first_order
3850fe4c112023-10-30 03:00:00,3850fe4c11,2023-10-30 03:00:00,13671.0,first_order
2df04ff95e2023-09-01 02:00:00,2df04ff95e,2023-09-01 02:00:00,,first_order
1b0f49806f2023-10-16 00:00:00,1b0f49806f,2023-10-16 00:00:00,82407.0,first_order
7303a596712023-10-31 02:00:00,7303a59671,2023-10-31 02:00:00,13481.0,first_order
b68e5625092023-09-12 02:00:00,b68e562509,2023-09-12 02:00:00,31672.0,first_order
05be889ad52023-09-22 01:00:00,05be889ad5,2023-09-22 01:00:00,44305.0,first_order
aa98d64fb92023-11-01 02:00:00,aa98d64fb9,2023-11-01 02:00:00,68226.0,first_order
0736db13bc2023-10-18 02:00:00,0736db13bc,2023-10-18 02:00:00,83470.0,first_order
92630bd1fc2023-09-15 01:00:00,92630bd1fc,2023-09-15 01:00:00,69218.0,first_order
5879aabf372023-10-18 01:00:00,5879aabf37,2023-10-18 01:00:00,38167.0,first_order
81262a62aa2023-10-20 00:00:00,81262a62aa,2023-10-20 00:00:00,15866.0,first_order
850ba2a03c2023-10-27 01:00:00,850ba2a03c,2023-10-27 01:00:00,22612.0,first_order
c826de16b82023-09-05 00:00:00,c826de16b8,2023-09-05 00:00:00,53178.0,first_order
a132be72602023-10-05 05:00:00,a132be7260,2023-10-05 05:00:00,,first_order
b0bda0f09f2023-10-31 01:00:00,b0bda0f09f,2023-10-31 01:00:00,63239.0,first_order
2150844cf02023-10-04 03:00:00,2150844cf0,2023-10-04 03:00:00,46595.0,first_order
541b21dc1e2023-10-16 00:00:00,541b21dc1e,2023-10-16 00:00:00,82384.0,first_order
5f27645d242023-10-05 00:00:00,5f27645d24,2023-10-05 00:00:00,65863.0,first_order
381a125ce52023-09-12 00:00:00,381a125ce5,2023-09-12 00:00:00,2859.0,first_order
d66c9f83642023-10-12 01:00:00,d66c9f8364,2023-10-12 01:00:00,74955.0,first_order
22719898b42023-09-28 01:00:00,22719898b4,2023-09-28 01:00:00,41646.0,first_order
d544d2de542023-09-06 00:00:00,d544d2de54,2023-09-06 00:00:00,45732.0,first_order
93f731f2ab2023-09-11 00:00:00,93f731f2ab,2023-09-11 00:00:00,39204.0,first_order
4a24338aba2023-10-04 03:00:00,4a24338aba,2023-10-04 03:00:00,49577.0,first_order
107d55cd672023-10-16 01:00:00,107d55cd67,2023-10-16 01:00:00,39531.0,first_order
1fc2ab4d6f2023-09-22 02:00:00,1fc2ab4d6f,2023-09-22 02:00:00,52595.0,first_order
9c3a4dc86b2023-09-29 02:00:00,9c3a4dc86b,2023-09-29 02:00:00,47498.0,first_order
8b48e8e5602023-09-10 02:00:00,8b48e8e560,2023-09-10 02:00:00,73303.0,first_order
ccb5801bc72023-09-19 03:00:00,ccb5801bc7,2023-09-19 03:00:00,55530.0,first_order
5b963ea3222023-09-12 01:00:00,5b963ea322,2023-09-12 01:00:00,34159.0,first_order
a7fa0c88802023-09-25 03:00:00,a7fa0c8880,2023-09-25 03:00:00,49913.0,first_order
bd927e068d2023-09-27 00:00:00,bd927e068d,2023-09-27 00:00:00,14540.0,first_order
79a8b831572023-10-20 00:00:00,79a8b83157,2023-10-20 00:00:00,70802.0,first_order
0480a938982023-09-12 01:00:00,0480a93898,2023-09-12 01:00:00,2841.0,first_order
ea173115db2023-10-06 02:00:00,ea173115db,2023-10-06 02:00:00,12693.0,first_order
8fd267d2e92023-10-24 00:00:00,8fd267d2e9,2023-10-24 00:00:00,24431.0,first_order
8a4a2e46d72023-09-13 00:00:00,8a4a2e46d7,2023-09-13 00:00:00,21543.0,first_order
117565724a2023-10-05 03:00:00,117565724a,2023-10-05 03:00:00,,first_order
8cabf07b132023-10-17 01:00:00,8cabf07b13,2023-10-17 01:00:00,,first_order
be6f070ce32023-09-28 01:00:00,be6f070ce3,2023-09-28 01:00:00,83110.0,first_order
f2bb31ae592023-10-30 01:00:00,f2bb31ae59,2023-10-30 01:00:00,32802.0,first_order
a9a339b91d2023-10-12 03:00:00,a9a339b91d,2023-10-12 03:00:00,63919.0,first_order
13e68bbfc42023-09-06 01:00:00,13e68bbfc4,2023-09-06 01:00:00,49866.0,first_order
7b9ebec8022023-10-18 01:00:00,7b9ebec802,2023-10-18 01:00:00,61509.0,first_order
31639d54ba2023-09-19 01:00:00,31639d54ba,2023-09-19 01:00:00,86703.0,first_order
0c0d7c82fe2023-10-18 00:00:00,0c0d7c82fe,2023-10-18 00:00:00,4967.0,first_order
1c138066d72023-10-24 02:00:00,1c138066d7,2023-10-24 02:00:00,49135.0,first_order
78ccc3127d2023-10-09 01:00:00,78ccc3127d,2023-10-09 01:00:00,,first_order
1531ce68d52023-10-13 01:00:00,1531ce68d5,2023-10-13 01:00:00,48238.0,first_order
2d2f77f5872023-09-20 01:00:00,2d2f77f587,2023-09-20 01:00:00,69504.0,first_order
5b0285617f2023-10-05 00:00:00,5b0285617f,2023-10-05 00:00:00,87011.0,first_order
a6f6c82be62023-11-01 02:00:00,a6f6c82be6,2023-11-01 02:00:00,34311.0,first_order
9e8b588bd92023-09-18 02:00:00,9e8b588bd9,2023-09-18 02:00:00,84169.0,first_order
854a65e1f92023-09-04 01:00:00,854a65e1f9,2023-09-04 01:00:00,96475.0,first_order
26aaa721a02023-10-17 02:00:00,26aaa721a0,2023-10-17 02:00:00,56530.0,first_order
282483ef6c2023-09-12 02:00:00,282483ef6c,2023-09-12 02:00:00,39624.0,first_order
3d675ed1992023-10-12 02:00:00,3d675ed199,2023-10-12 02:00:00,72813.0,first_order
a3909a54432023-10-20 00:00:00,a3909a5443,2023-10-20 00:00:00,,first_order
943fefe3ca2023-09-11 00:00:00,943fefe3ca,2023-09-11 00:00:00,33232.0,first_order
c62dd9caff2023-09-18 01:00:00,c62dd9caff,2023-09-18 01:00:00,14194.0,first_order
2020a383a72023-09-22 01:00:00,2020a383a7,2023-09-22 01:00:00,91664.0,first_order
53ec92db732023-09-05 01:00:00,53ec92db73,2023-09-05 01:00:00,,first_order
1728a333122023-09-05 01:00:00,1728a33312,2023-09-05 01:00:00,,first_order
c7d4cb21122023-10-30 01:00:00,c7d4cb2112,2023-10-30 01:00:00,32712.0,first_order
7dc372c39b2023-09-13 01:00:00,7dc372c39b,2023-09-13 01:00:00,,first_order
816a0190e92023-10-25 00:00:00,816a0190e9,2023-10-25 00:00:00,15738.0,first_order
edd4275bbb2023-09-21 03:00:00,edd4275bbb,2023-09-21 03:00:00,12310.0,first_order
7bcf09b8192023-09-19 02:00:00,7bcf09b819,2023-09-19 02:00:00,,first_order
a5a40f07fd2023-10-13 01:00:00,a5a40f07fd,2023-10-13 01:00:00,47228.0,first_order
40f3f2c0102023-10-31 01:00:00,40f3f2c010,2023-10-31 01:00:00,71431.0,first_order
fcc13bfdf12023-09-05 00:00:00,fcc13bfdf1,2023-09-05 00:00:00,65336.0,first_order
173c86583e2023-09-26 00:00:00,173c86583e,2023-09-26 00:00:00,29342.0,first_order
bd482d65d82023-10-27 02:00:00,bd482d65d8,2023-10-27 02:00:00,84636.0,first_order
735d9d50022023-10-19 01:00:00,735d9d5002,2023-10-19 01:00:00,21320.0,first_order
e2d3fc87092023-10-18 02:00:00,e2d3fc8709,2023-10-18 02:00:00,38154.0,first_order
813c8621002023-11-01 00:00:00,813c862100,2023-11-01 00:00:00,41525.0,first_order
2cee7c331d2023-10-30 01:00:00,2cee7c331d,2023-10-30 01:00:00,53723.0,first_order
c5b84467772023-10-12 01:00:00,c5b8446777,2023-10-12 01:00:00,19290.0,first_order
5c78b5966f2023-09-25 02:00:00,5c78b5966f,2023-09-25 02:00:00,,first_order
bcc34e163a2023-10-17 01:00:00,bcc34e163a,2023-10-17 01:00:00,41099.0,first_order
12ba39341a2023-09-04 02:00:00,12ba39341a,2023-09-04 02:00:00,61480.0,first_order
54c0ed21d52023-10-20 01:00:00,54c0ed21d5,2023-10-20 01:00:00,97938.0,first_order
ad681142672023-10-11 02:00:00,ad68114267,2023-10-11 02:00:00,27344.0,first_order
77924fd5912023-09-10 01:00:00,77924fd591,2023-09-10 01:00:00,73283.0,first_order
1699f45e6d2023-10-02 02:00:00,1699f45e6d,2023-10-02 02:00:00,78338.0,first_order
1da1f7e1bc2023-09-26 01:00:00,1da1f7e1bc,2023-09-26 01:00:00,18595.0,first_order
328045f5e42023-10-18 01:00:00,328045f5e4,2023-10-18 01:00:00,57557.0,first_order
1a24c779d52023-11-01 01:00:00,1a24c779d5,2023-11-01 01:00:00,19119.0,first_order
1b0f7ff5232023-10-02 00:00:00,1b0f7ff523,2023-10-02 00:00:00,67397.0,first_order
0818e95c742023-10-12 01:00:00,0818e95c74,2023-10-12 01:00:00,95565.0,first_order
54152e053c2023-09-01 02:00:00,54152e053c,2023-09-01 02:00:00,97419.0,first_order
519501187e2023-10-16 00:00:00,519501187e,2023-10-16 00:00:00,,first_order
ee6e9da7762023-10-11 00:00:00,ee6e9da776,2023-10-11 00:00:00,25538.0,first_order
b956a6b2212023-10-09 01:00:00,b956a6b221,2023-10-09 01:00:00,92597.0,first_order
fc4ae348642023-10-16 01:00:00,fc4ae34864,2023-10-16 01:00:00,55188.0,first_order
e6661f2cd52023-09-28 01:00:00,e6661f2cd5,2023-09-28 01:00:00,59596.0,first_order
338ec485282023-09-22 00:00:00,338ec48528,2023-09-22 00:00:00,90573.0,first_order
6a23225cce2023-10-05 00:00:00,6a23225cce,2023-10-05 00:00:00,14224.0,first_order
c8dd3cf5572023-10-13 01:00:00,c8dd3cf557,2023-10-13 01:00:00,35071.0,first_order
99681477a82023-09-25 01:00:00,99681477a8,2023-09-25 01:00:00,41136.0,first_order
66def080702023-10-13 01:00:00,66def08070,2023-10-13 01:00:00,82409.0,first_order
66d7d687a32023-09-15 00:00:00,66d7d687a3,2023-09-15 00:00:00,24393.0,first_order
3132882f4a2023-09-11 03:00:00,3132882f4a,2023-09-11 03:00:00,86655.0,first_order
9d39be26182023-10-31 00:00:00,9d39be2618,2023-10-31 00:00:00,,first_order
182b09ed602023-10-12 01:00:00,182b09ed60,2023-10-12 01:00:00,15055.0,first_order
7f2dfa9e8d2023-11-01 01:00:00,7f2dfa9e8d,2023-11-01 01:00:00,9431.0,first_order
6f3d296d142023-10-10 04:00:00,6f3d296d14,2023-10-10 04:00:00,11056.0,first_order
1cf0deb9482023-09-29 00:00:00,1cf0deb948,2023-09-29 00:00:00,,first_order
38067fe73b2023-10-04 02:00:00,38067fe73b,2023-10-04 02:00:00,1985.0,first_order
089e9b7ab42023-10-11 03:00:00,089e9b7ab4,2023-10-11 03:00:00,72889.0,first_order
37f933606c2023-09-30 02:00:00,37f933606c,2023-09-30 02:00:00,27873.0,first_order
e197fc664d2023-09-01 02:00:00,e197fc664d,2023-09-01 02:00:00,97400.0,first_order
651c4f8f7d2023-09-22 01:00:00,651c4f8f7d,2023-09-22 01:00:00,90489.0,first_order
687cbc65082023-10-23 02:00:00,687cbc6508,2023-10-23 02:00:00,72581.0,first_order
13b84257952023-09-27 01:00:00,13b8425795,2023-09-27 01:00:00,15892.0,first_order
3629c4fae02023-09-18 03:00:00,3629c4fae0,2023-09-18 03:00:00,52584.0,first_order
